id	campaign_id	link	clicks	qnt_clicks	recipients	percent_clicks
78	46	http://www.instagram.com/_u/gurudocartola	155325,160150,152628,152457,153105,153699,153699,158979,175644,175719,175558,170115,170444,175558,170444,172066,164305,166769,194311,188608,166373,185284,190952,185284,190952,189610,197469,194749,201357,201357,198950,198950,215019,213425,228222,214508,214456,232411,233499,227249,232240,192211,223681,223681,225036,190268,192132,216296,191176,196080,213977,214964,217005,195471,189170,246365,146772,159806,153105,153699,152457,209878,209878,213287,170444,170115,175558,175719,172066,154844,191023,232541,213425,213425,213425,213425,245159,238436,242543,237872,244483,209878,246760,246760,187005,189323,241675,185669,198128,215972,201863,198128,198128,198128,204687,178442,246251,240709,188135,227863	100	94217	0.00106137958117962
79	46	http://www.facebook.com/gurucartola	153981,153981,170301,171165,170301,171165,193547,194311,191093,186186,192143,187734,193644,193535,193535,195848,195848,196813,190251,193364,193364,194453,185456,185456,197979,200332,199674,198474,202876,199931,199988,198547,190312,213223,213342,209132,226564,216258,215251,214117,216337,216337,168407,224959,225597,190268,192132,213977,238622,200541,200541,215965,153981,170301,171165,229573,245613,239716,243686,243074,238575,178724,242566,245302,230129,185669,185669,215972,198880,170408,198128,198128,202931,245342,214711,240709,182892	77	94217	0.000817262277508305
82	48	http://www.instagram.com/_u/gurudocartola	247956,247964,247705,247658,247658,247421	6	969	0.00619195046439629
83	48	http://www.facebook.com/gurucartola	248053,247348,247705,247421	4	969	0.00412796697626419
86	50	http://www.instagram.com/_u/gurudocartola	249956,256914,250200,251664,253605,252807,252885,250312,250312,258928,260251,260251,262403,258928,263796,268977,274193,265003,270476,266152,264308,267998,269850,283811,284198,302934,302695,305899,295407,293067,295298,296219,292850,292850,292709,291362,287927,292007,297816,298709,301765,299754,297617,299916,299754,300722,297735,297302,297302,307723,324320,296311,308165,304004,333056,277445,326306,335249,326306,331816,251071,334934,330678,331575,318045,318045,330678,331575,318421,317756,329500,346408,335007,332627,335154,332627,335154,337826,335259,340070,347465,348999,348999,356196,322835,357772,354898,349404,348004,342790,348035,348035,347889,343645,346323,347689,342072,345979,342072,341986,346575,348162,350607,347767,351213,351944,351944,351213,342562,350607,341385,351344,352690,352417,354513,354266,353886,352730,305780,317501,326810,362726,353040,256342,289957,275352,284198,283811,253605,303718,347109,362724,361026,302127,339392,351148,270640,315716,342789,249519,279720,345107,286915,284307,345574,329814,323723,300979,307627,295489,362173,252112,344705,314784,344705,341709,248822,362490,362490,304341,257028,319195,284857,284857,284857,333748,319195,337082,337082,360845,281249,281992,362104	173	114870	0.0015060503177505
87	50	http://www.facebook.com/gurucartola	257167,254360,255645,254119,252327,255905,250571,252389,250183,255060,259281,258368,259134,259063,270756,274758,267429,267241,267615,265535,267615,263162,266453,265535,268977,284801,295334,302695,293905,295127,296514,295127,289479,303201,300319,298583,297716,297716,301708,303810,303810,301708,324320,332042,289684,334934,323307,323307,320138,325494,327838,324329,332823,325155,319188,323881,319188,329418,327300,321059,337156,337964,334432,337964,334432,347465,348999,340070,359423,347359,344285,348723,348611,341150,348723,341150,343927,341492,348594,348967,351023,351574,343300,305780,320257,300992,335942,252327,284801,362724,361658,319282,330534,300979,344705,344705,248822,362490,362490,257428,327418,281992	102	114870	0.000887960302951162
90	52	http://www.instagram.com/_u/gurudocartola	378793,371760,391369,392087,363542,404624,395310,399369,396309,395665,402474,401668,401668,400751,415579,422697,420331,422207,431171,422565,422597,420798,420798,437920,440407,443750,447329,449483,460651,459761,459627,461235,458055,454852,455756,455756,455415,455650,453150,452094,449529,448299,449529,448299,465492,464937,464765,467714,466314,466651,465054,446895,474242,364082,364082,468116,468859,475134,467235,459684,466288,471842,475950,9223372036854775807,418805,447552,423061,395310,396309,399369,395665,371317,455756,455415,364401,364401,453150,452094,455650,460336,413872,369254,383137,438982,377251,406065,439586,420817,404964,450760,457770,401900,409719,417379	94	113085	0.000831233143210859
91	52	http://www.facebook.com/gurucartola	365497,392087,375839,392124,398773,397681,395634,401580,400751,383763,421659,420397,420979,420313,429221,377010,392458,442331,446315,453658,459627,461235,458055,460103,455778,454910,451965,451424,454175,451358,449277,449424,449424,449277,449736,444808,467938,465267,465606,457564,461017,466029,471551,415585,404692,384765,462623,9223372036854775807,420607,436145,470844,398773,397681,371317,455817,454910,455778,451358,451965,451424,454175,453386,442284,449170,449170,406065,411055,411055	68	113085	0.000601317592961047
92	54	http://www.instagram.com/_u/gurudocartola	476651	1	1231	0.000812347684809098
93	54	http://www.facebook.com/gurucartola	NA	0	1231	0
96	56	http://www.instagram.com/_u/gurudocartola	482731,502416,491872,491872,489234,485372,495042,488167,490222,485731,485731,503772,497175,499390,495957,515977,520650,520686,517478,513045,514352,515980,516663,515471,520210,517733,517752,531993,482091,509396,523500,495957,497175,499390,485203,527642,481414,513779,479625,481442,489677,527029	42	60766	0.000691175986571438
97	56	http://www.facebook.com/gurucartola	484776,477710,486299,489650,491792,494846,494846,488471,488471,491510,485927,491801,485927,491801,490902,497135,500158,499640,515977,512290,511045,511530,512290,511530,511045,510992,510992,516410,513399,519347,533622,533412,497135,499640,500158,527642,481414,491967,477711,503658,526604	41	60766	0.000674719415462594
98	57	http://www.instagram.com/_u/gurudocartola	542279,542417,554975,544011,544968,543756,544968,551852,566084,558240,555069,556516,567261,581628,570044,570044,575938,575938,576220,575525,576452,572928,577672,577154,577882,587039,563161,577874,557628,583640,552703,544859,586169,556516,558240,558972,586730,543268,588575,583346,582853,566393,567630	43	60885	0.000706249486737292
99	57	http://www.facebook.com/gurucartola	541013,541641,553612,548149,548426,552813,547753,547753,547683,548233,551978,544121,559542,569550,569705,569550,569705,569328,570199,570107,570199,570107,569328,575627,575270,573271,577424,548902,548902,556345,554384,550419,559542,574635,576176,567630	36	60885	0.000591278640059128
100	58	http://www.instagram.com/_u/gurudocartola	601127,600503,600575,601492,600575	5	1340	0.00373134328358209
101	58	http://www.facebook.com/gurucartola	601127,600575,600575,600575,600575,600575,600575,600575,600575,600575,600575,600575,600575,600575,600575,600575,600575,600575,600575,600575,600575,600575,600575,600575,600575,600575,600575,600575,600575,600575,600575	31	1340	0.023134328358209
104	60	http://www.instagram.com/_u/gurudocartola	609487,620460,620278,619448,619448,620278,623057,635749,638567,606838,605408,619448,629480,623268,629480,623268,624901,644955,633727,633696,633696,611725,626688,653077,646219,602186,648900,648900,651889,652656,656868,658039,651889,652656,658039,656868,652263,651600,651600,653967,649677,649677,677220,644345,653773,684608,655990,658739,684185,687595,694152,695174,697553,689313,620171,683609,662382,701700,679524,707108,707108,695437,697308,695161,697786,693392,692572,692572,693392,697786,691060,692906,692906,691060,689448,695030,692928,682253,688775,693712,709591,709522,709591,694674,719850,692928,710764,719850,710764,715786,715678,715678,692928,714448,714448,717532,717062,717062,717532,714448,714866,692906,714866,717846,721643,711379,711379,719620,707604,719620,699042,719850,719850,727314,694674,690999,624079,629480,623268,624901,649677,651600,653773,653967,648900,658039,656868,652656,652263,651889,658057,658057,695437,717846,721643,715678,717532,714866,719850,714448,712208,658563,608925,714762,699318,677361,642535,727125,727125,675694,724769,622420,720166,726350,693476,652584,693476,635326,724769,622420,647177,608925,707329,704467,702954,715389,614675	167	128593	0.00129867100075432
105	60	http://www.facebook.com/gurucartola	619319,635310,635310,619319,607835,622653,629601,626498,629681,627649,629656,629837,630967,635716,630107,666278,647534,650085,654026,651068,650085,654026,647534,651068,658123,652103,649987,658694,647814,648612,648612,654083,654418,660248,677220,653876,658740,648612,629837,654418,630107,658694,671911,672449,672653,672449,672653,655990,684185,695174,697637,689185,688651,701819,683609,610992,688651,675604,694686,697239,695309,697980,695309,697980,694184,694184,703451,688775,709605,708422,709605,712973,708383,710182,714970,701918,712212,711723,712212,711723,719363,717626,717964,715640,721583,717626,717964,715640,721583,715206,717787,711723,717626,720857,717787,720855,720857,716310,717787,720855,701918,717626,717787,711723,706761,719872,719748,719748,719872,706761,714148,698944,712212,719442,719442,657470,673274,626498,629656,629837,622653,629681,627649,660248,654418,654026,658123,647534,651068,650085,658740,648612,658694,649987,654083,646327,647814,652103,721583,714970,719442,715206,710182,719748,715640,712212,719872,714148,717787,720857,720855,716310,719363,711723,717964,717626,712208,675160,671321,675160,657432,623762,717924,722939,679489,698848,698848,679489,675160	169	128593	0.00131422394687114
106	61	http://www.instagram.com/_u/gurudocartola	731080	1	1399	0.000714796283059328
107	61	http://www.facebook.com/gurucartola	731080,730327,730589	3	1399	0.00214438884917798
108	62	http://www.instagram.com/_u/gurudocartola	732506,732993	2	1464	0.00136612021857923
109	62	http://www.facebook.com/gurucartola	732506,731832	2	1464	0.00136612021857923
112	64	http://www.instagram.com/_u/gurudocartola	1125387,1118768,1153262,1143251,1139165,1165597,1174787,1201116,1197548,1197548,1217854,1213807,1230779,1181329,1214714,1222959,1200117,1234853,1234853,1220871,1118479,1236855,1209525,1152978,1146230,1124347,1139168,1128307,1120842,1148830,1196045,1137856,1168468,1186511,1229196,1214418,1143262,1192589	38	133690	0.000284239658912409
113	64	http://www.facebook.com/gurucartola	1193735,1139069,1197629,1213738,1122604,1186805,1186805,1240178,1235553,1222959,1200117,1118479,1236855,1158892,1128307,1120842,1164978,1186511,1214418,1178414,1212502	21	133690	0.000157079811504226
114	65	http://www.instagram.com/_u/gurudocartola	1117614,1117782,1117952	3	1476	0.00203252032520325
115	65	http://www.facebook.com/gurucartola	1117614,1117782,1117952	3	1476	0.00203252032520325
116	66	http://www.instagram.com/_u/gurudocartola	1253398,1253422	2	1504	0.00132978723404255
117	66	http://www.facebook.com/gurucartola	1253398	1	1504	0.000664893617021277
123	69	http://www.instagram.com/_u/gurudocartola	1260479,1260479,1259420,1261795,1259420,1260579,1257593,1292400,1280610,1281924,1281764,1283456,1283456,1280552,1306090,1338360,1302423,1310659,1303992,1297662,1304749,1337362,1343795,1351366,1322529,1322529,1337941,1338130,1339314,1342399,1338130,1342399,1339314,1340736,1340281,1342932,1340281,1342932,1310349,1347701,1352225,1349047,1346545,1346545,1349047,1347701,1352225,1347134,1355756,1351288,1356189,1350968,1345820,1342650,1342650,1347926,1344091,1352509,1352509,1347926,1344091,1354199,1348899,1353196,1346650,1348899,1328103,1328808,1338130,1360975,1360975,1361414,1360853,1359921,1361301,1357925,1376004,1375755,1376348,1374866,1384602,1355756,1320210,1382075,1380570,1385753,1262584,1257593,1260579,1380570,1360853,1361414,1360975,1357925,1359921,1361301,1278052,1278052,1298296,1385645,1293997,1386706,1388958,1334302,1340287,1317890,1334820,1377997,1274852,1366519,1373220,1295056	112	137994	0.000811629491137296
124	69	http://www.facebook.com/gurucartola	1266754,1261719,1259793,1259381,1259793,1261719,1261084,1258955,1259869,1259869,1261084,1258955,1259320,1259295,1262306,1262306,1280362,1280362,1279478,1281510,1283511,1282268,1283002,1283002,1282268,1312529,1307572,1305907,1337362,1342335,1340531,1340427,1343060,1340427,1343060,1339713,1339713,1351426,1358729,1353258,1355649,1355649,1346672,1354451,1355639,1346316,1355852,1353923,1348770,1345093,1352794,1355857,1355533,1355364,1330614,1349459,1353258,1346672,1340531,1340427,1358269,1359808,1358269,1359808,1356604,1356355,1356852,1356852,1360846,1361410,1357222,1358812,1360459,1374955,1375126,1375126,1386453,1355649,1355852,1355639,1366773,1350807,1356852,1357222,1293997,1298123,1334931,1366773,1297239,1340287,1381716,1295056	92	137994	0.000666695653434207
125	70	http://www.instagram.com/_u/gurudocartola	1394439,1394798	2	1578	0.00126742712294043
126	70	http://www.facebook.com/gurucartola	1394439,1394798	2	1578	0.00126742712294043
129	73	http://www.instagram.com/_u/gurudocartola	1413460,1414363,1412940,1411129,1402902,1402902,1424617,1423416,1423416,1424617,1424163,1424736,1429361,1424736,1407329,1412940,1424736,1413460,1414363,1408273,1421526,1424163,1422672,1422672,1408273,1479460,1487226,1474359,1477521,1479230,1474359,1477521,1479230,1492454,1493051,1481526,1486189,1481526,1486189,1483432,1485187,1485418,1485418,1506510,1492057,1493856,1494482,1488311,1488794,1489992,1492126,1487411,1493881,1490552,1492602,1490487,1490487,1492602,1490552,1510091,1504363,1504363,1506141,1493097,124100462897114901,1511991,1519367,1519367,1519367,1519367,1519367,1519367,1519367,1519367,1519367,1519367,1519367,1519367,1519367,1519367,1519367,1519367,1519367,1519367,1449292,1484742,1530339,1479786	88	144415	0.000609354983900564
130	73	http://www.facebook.com/gurucartola	1412257,1430711,1425977,1424964,1424964,1425977,1423118,1423118,1431784,1407183,1425977,1407183,1475981,1475981,1493051,1474393,1479041,1478013,1480413,1481630,1487640,1492795,1493663,1493663,1494638,1494358,1487745,1489019,1488227,1493989,1493596,1489863,1493312,1485902,1506485,1504377,1530453,1496935,1496935,1495284,1500890,1518567,1518567,124100462897114901,1523062,1473881,1452355,1437326,1484742	49	144415	0.00033929993421736
131	71	http://www.instagram.com/_u/gurudocartola	1396026	1	1616	0.000618811881188119
132	71	http://www.facebook.com/gurucartola	1396026	1	1616	0.000618811881188119
133	75	http://www.instagram.com/_u/gurudocartola	NA	0	1616	0
134	75	http://www.facebook.com/gurucartola	NA	0	1616	0
137	77	http://www.instagram.com/_u/gurudocartola	1549860,1543548,1543669,1548909,1548909,1551578,1553414,1552324,1552324,1566848,1574140,1580785,1583818,1573820,1573628,1573628,1573820,1601687,1594073,1600264,1598714,1600264,1598714,1594014,1598145,1594014,1598145,1601803,1597456,1592708,1601076,1592157,1600705,1600705,1598760,1592157,1601076,1577495,1591654,1591654,1624553,1607218,1608749,1606915,1603547,1606224,1609645,1608858,1606297,1609645,1606297,1608858,1606224,1610278,1610278,1618273,1644568,1644568,1619451,1635090,1641521,1639519,1639519,1641521,1642759,1639711,1639711,1641912,1638836,1638674,1642511,1640357,1638934,1642008,1643376,1643376,1648264,1648264,1644965,1646071,1644641,1644641,1649360,1581127,1653569,1565175,1590003,1677616,1574251,1623556,1668521,1576999,1664520,1624644,1666068,1542127,1552096,1579123,1579123,1583352,1660491,1617497,1617497,9223372036854775807,124100463622709013,9223372036854775807,1558282,1556413,1673231	109	148779	0.000732630277122443
138	77	http://www.facebook.com/gurucartola	1544479,1545708,1545622,1546195,1543921,1546119,1552255,1546904,1554007,1552255,1548120,1551592,1551592,1562401,1568546,1569825,1570250,1569864,1568192,1569825,1568192,1569864,1568546,1567679,1586219,1614665,1607451,1596895,1596895,1592317,1596035,1593102,1592317,1596035,1593102,1600393,1599914,1598061,1600393,1599914,1598061,1594130,1601027,1598079,1594463,1594463,1588962,1588962,1584552,1594130,1590046,1602981,1619451,1635090,1638390,1637461,1641690,1637461,1641690,1638390,1639356,1639555,1637142,1641796,1641806,1641806,1641796,1642231,1640082,1643006,1643006,1638959,1647002,1647630,1649429,1647558,1649443,1644422,1646995,1645958,1646995,1647450,1632701,1679254,1623556,1672027,1671420,1672672,1672672,1672027,1671420,1663622,1546195,1569864,1542127,1602981,1637142,1552096,1660491,9223372036854775807,9223372036854775807,9223372036854775807	102	148779	0.000685580626298066
139	78	http://www.instagram.com/_u/gurudocartola	1692429,1691699	2	1664	0.00120192307692308
140	78	http://www.facebook.com/gurucartola	1692429	1	1664	0.000600961538461538
141	79	http://www.instagram.com/_u/gurudocartola	1700291,1700655,1698049,1699571,1699571,1701916,1701916,1698975,1709465,1706737,1704489,1703948,1703948,1726628,1731976,1753372,1748409,1732485,1731057,1753103,1727313,1751323,124100463683175189,1736601	24	60548	0.000396379731783048
142	79	http://www.facebook.com/gurucartola	1701558,1699924,1697430,1710710,1704545,1704649,1704649,1707164,1710460,1707557,1707557,1711180,1708527,1708527,1710407,1743288,1725872,1734053,1746519,1748312,1743492,1746379,1741060,1741060,1746379,1707712,124100463683175189,1746461,1724419,1744134	30	60548	0.00049547466472881
143	81	http://www.instagram.com/_u/gurudocartola	1758193,1765503,1765503,1806293,1806293,1816570,1807738,1844082,1842920,1844334,1843283,1844257,1791714,1799146,1821587,1760158,1799755,1774244,1839434,1777593,1815575	21	90992	0.000230789519957798
144	81	http://www.facebook.com/gurucartola	1763748,1766646,1819842,1806256,1806773,1806773,1806256,1801375,1843381,1843645,1843394,1842559,1843842,1819342,1822721,1827899,1760158	17	90992	0.000186829611394408
147	83	http://www.instagram.com/_u/gurudocartola	1851725,1848100,1850460,1851981,1846740,1848465,1846740,1848465,1848937,1855068,1851447,1850225,1854405,1897212,1897212,1895856,1898211,1896573,1896573,1895856,1898211,1896824,1896765,1896765,1903039,1905715,1905715,1903039,1903813,1901278,1906526,1900821,1927251,1935967,1936564,1935411,1936082,1932962,1931212,1931807,1963130,1926257,1884957,1977493,1977493,1976019,1976019,1976218,1976292,1999505,1966360,1998940,1998940,1988036	54	155803	0.000346591529046296
148	83	http://www.facebook.com/gurucartola	1850860,1848440,1854935,1850936,1854391,1854013,1895391,1895463,1895463,1899639,1906281,1902116,1904538,1904728,1903036,1903004,1901455,1902654,1902654,1903004,1901455,1900803,1900803,1937629,1934688,1931934,1933193,1931275,1932069,1867980,1959497,1963130,1916536,1926257,1976584,1974899,1976378,1976372,1974899,1976584,1976378,1976372,1975275,1977648,1975728,1975728,1977290,1974403,1975113,1999488,1999831,1899639,1895463,1906281,1904728,1977290,1974899,1975728,1997864	59	155803	0.000378683337291323
149	84	http://www.instagram.com/_u/gurudocartola	2001714,2001751,2001751	3	1730	0.00173410404624277
150	84	http://www.facebook.com/gurucartola	2001714,2001751,2001751	3	1730	0.00173410404624277
153	86	http://www.instagram.com/_u/gurudocartola	2042440,2045092,2045092,2057875,2003260,2085014,2085873,2081545,2106981,2041555,2113688,2125357,9223372036854775807,2045396,2020556,2125624,2041031,2113516,2102889	19	160488	0.000118388913812871
154	86	http://www.facebook.com/gurucartola	2044965,2044470,2044965,2074804,2020552,2082703,2081362,2023129,2119458,2020215,2020215,2020215,2020215,2125357,9223372036854775807,2036007,2036007,2036007,2036007,2036007,2036007,2044470	22	160488	0.000137081900204377
159	89	http://www.instagram.com/_u/gurudocartola	2189260,2190653,2191914,2190312,2190640,2191953,2192181,2192069,2192069,2192181,2168583,2171172,2182379,2182379,2229141,2228044,2231557,2230845,2231557,2230845,2246408,2248567,2250949,2250949,2248567,2260635,2260635,2264135,2266423,2263799,2260540,2265163,2265163,2261227,2264829,2261154,2260733,2261876,2261315,2263587,2261506,2277204,2282137,2281093,2281093,2279307,2279232,2281216,2281216,2279346,2236332,2301419,2299064,2297083,2297009,2303178,2297574,2301079,2302548,2301474,2300984,2303540,2313976,2319234,2298843,2190344,2190312,2191914,2191953,2190640,2192181,2190653,2281834,2231557,2229141,2230845,2228044,9223372036854775807,2318091,2170858,2301485,2301485,2301485,2301485,2309225,2304160,2214637,2291006,2265048,2303197,2177758,2171150,2202428	93	160492	0.000579468135483389
160	89	http://www.facebook.com/gurucartola	2172130,2191834,2191889,2191381,2191381,2215185,2215185,2182379,2228224,2228840,2230772,2230663,2230772,2230663,2256149,2256149,2248317,2248317,2263804,2263481,2260189,2260865,2263481,2260189,2260865,2263804,2266205,2264796,2263312,2260473,2266746,2266746,2267848,2267848,2261213,2264021,2263703,2264021,2280792,2279014,2280756,2278357,2277097,2280716,2277097,2280716,2278922,2278922,2279174,2280966,2277060,2282674,2301008,2301432,2299014,2297067,2300473,2300147,2296535,2303551,2297659,2301774,2299283,2301315,2321811,2177745,2191889,2191381,9223372036854775807,2267848,2264796,2263312,2170858,2301485,2301485,2301485,2301485,2214637,2199139	79	160492	0.000492236373152556
161	90	http://www.instagram.com/_u/gurudocartola	2326511,2326924,2327334	3	1943	0.00154400411734431
162	90	http://www.facebook.com/gurucartola	2326511,2326924,2326666,2326666	4	1943	0.00205867215645908
165	92	http://www.instagram.com/_u/gurudocartola	2328471,2327911,2328178,2329078,2328507,2328302,2328507,2327995	8	1992	0.00401606425702811
166	92	http://www.facebook.com/gurucartola	2328471,2328302	2	1992	0.00100401606425703
