"estado"	"data"	"populacaoTCU2019"	"casosAcumulado"	"obitosAcumulado"
"TO"	2020-05-31	1572866	4176	73
"TO"	2020-06-01	1572866	4345	76
"TO"	2020-06-02	1572866	4483	79
"TO"	2020-06-03	1572866	4698	82
"TO"	2020-06-04	1572866	4881	87
"TO"	2020-06-05	1572866	5182	89
"TO"	2020-06-06	1572866	5505	96
"TO"	2020-06-07	1572866	5644	99
"TO"	2020-06-08	1572866	5807	108
"TO"	2020-06-09	1572866	6052	114
"TO"	2020-06-10	1572866	6257	120
"TO"	2020-06-11	1572866	6529	124
"TO"	2020-06-12	1572866	6744	128
"TO"	2020-06-13	1572866	6931	130
"TO"	2020-06-14	1572866	6972	132
"TO"	2020-06-15	1572866	7137	136
"TO"	2020-06-16	1572866	7309	140
"TO"	2020-06-17	1572866	7573	149
"TO"	2020-06-18	1572866	7774	152
"TO"	2020-06-19	1572866	7956	159
"TO"	2020-06-20	1572866	8203	167
"TO"	2020-06-21	1572866	8354	175
"TO"	2020-06-22	1572866	8477	178
"TO"	2020-06-23	1572866	8766	179
"TO"	2020-06-24	1572866	9098	181
"TO"	2020-06-25	1572866	9425	183
"TO"	2020-06-26	1572866	9681	186
"TO"	2020-06-27	1572866	9966	191
"TO"	2020-06-28	1572866	10228	192
"TO"	2020-06-29	1572866	10359	195
"TO"	2020-06-30	1572866	10764	200
"TO"	2020-07-01	1572866	11222	204
"TO"	2020-07-02	1572866	11454	209
"TO"	2020-07-03	1572866	11736	211
"TO"	2020-07-04	1572866	12282	215
"TO"	2020-07-05	1572866	12475	220
"TO"	2020-07-06	1572866	12640	224
"TO"	2020-07-07	1572866	13004	228
"TO"	2020-07-08	1572866	13440	233
"TO"	2020-07-09	1572866	13845	240
"TO"	2020-07-10	1572866	14509	245
"MA"	2020-02-25	7075181	0	0
"MA"	2020-02-26	7075181	0	0
"MA"	2020-02-27	7075181	0	0
"MA"	2020-02-28	7075181	0	0
"MA"	2020-02-29	7075181	0	0
"MA"	2020-03-01	7075181	0	0
"MA"	2020-03-02	7075181	0	0
"MA"	2020-03-03	7075181	0	0
"MA"	2020-03-04	7075181	0	0
"MA"	2020-03-05	7075181	0	0
"MA"	2020-03-06	7075181	0	0
"MA"	2020-03-07	7075181	0	0
"MA"	2020-03-08	7075181	0	0
"MA"	2020-03-09	7075181	0	0
"MA"	2020-03-10	7075181	0	0
"MA"	2020-03-11	7075181	0	0
"MA"	2020-03-12	7075181	0	0
"MA"	2020-03-13	7075181	0	0
"MA"	2020-03-14	7075181	0	0
"MA"	2020-03-15	7075181	0	0
"MA"	2020-03-16	7075181	0	0
"MA"	2020-03-17	7075181	0	0
"MA"	2020-03-18	7075181	0	0
"MA"	2020-03-19	7075181	0	0
"MA"	2020-03-20	7075181	0	0
"MA"	2020-03-21	7075181	1	0
"MA"	2020-03-22	7075181	2	0
"MA"	2020-03-23	7075181	2	0
"MA"	2020-03-24	7075181	8	0
"MA"	2020-03-25	7075181	8	0
"MA"	2020-03-26	7075181	10	0
"MA"	2020-03-27	7075181	13	0
"MA"	2020-03-28	7075181	14	0
"MA"	2020-03-29	7075181	16	0
"MA"	2020-03-30	7075181	23	1
"MA"	2020-03-31	7075181	31	1
"MA"	2020-04-01	7075181	52	1
"MA"	2020-04-02	7075181	71	1
"MA"	2020-04-03	7075181	81	1
"MA"	2020-04-04	7075181	88	1
"MA"	2020-04-05	7075181	96	2
"MA"	2020-04-06	7075181	133	2
"MA"	2020-04-07	7075181	172	4
"MA"	2020-04-08	7075181	230	11
"MA"	2020-04-09	7075181	273	12
"MA"	2020-04-10	7075181	293	16
"MA"	2020-04-11	7075181	344	21
"MA"	2020-04-12	7075181	398	24
"MA"	2020-04-13	7075181	445	27
"MA"	2020-04-14	7075181	478	32
"MA"	2020-04-15	7075181	630	34
"MA"	2020-04-16	7075181	695	37
"MA"	2020-04-17	7075181	797	40
"MA"	2020-04-18	7075181	1040	44
"MA"	2020-04-19	7075181	1205	48
"MA"	2020-04-20	7075181	1320	54
"MA"	2020-04-21	7075181	1396	60
"MA"	2020-04-22	7075181	1604	66
"MA"	2020-04-23	7075181	1757	76
"MA"	2020-04-24	7075181	1951	88
"MA"	2020-04-25	7075181	2105	100
"MA"	2020-04-26	7075181	2223	112
"MA"	2020-04-27	7075181	2410	125
"MA"	2020-04-28	7075181	2528	145
"MA"	2020-04-29	7075181	2804	166
"MA"	2020-04-30	7075181	3190	184
"MA"	2020-05-01	7075181	3506	204
"MA"	2020-05-02	7075181	3805	224
"MA"	2020-05-03	7075181	4040	237
"MA"	2020-05-04	7075181	4227	249
"MA"	2020-05-05	7075181	4530	271
"MA"	2020-05-06	7075181	5028	291
"MA"	2020-05-07	7075181	5389	305
"MA"	2020-05-08	7075181	5909	330
"MA"	2020-05-09	7075181	6765	355
"MA"	2020-05-10	7075181	7599	379
"MA"	2020-05-11	7075181	8144	399
"MA"	2020-05-12	7075181	8526	423
"MA"	2020-05-13	7075181	9112	444
"MA"	2020-05-14	7075181	9801	470
"MA"	2020-05-15	7075181	10739	496
"MA"	2020-05-16	7075181	11592	524
"MA"	2020-05-17	7075181	12492	549
"MA"	2020-05-18	7075181	13238	576
"MA"	2020-05-19	7075181	14198	604
"MA"	2020-05-20	7075181	15114	634
"MA"	2020-05-21	7075181	16058	663
"MA"	2020-05-22	7075181	17212	693
"MA"	2020-05-23	7075181	18767	722
"MA"	2020-05-24	7075181	21191	754
"MA"	2020-05-25	7075181	22786	784
"MA"	2020-05-26	7075181	24278	817
"MA"	2020-05-27	7075181	26145	853
"MA"	2020-05-28	7075181	27979	887
"MA"	2020-05-29	7075181	30482	911
"MA"	2020-05-30	7075181	32620	932
"MA"	2020-05-31	7075181	34639	955
"MA"	2020-06-01	7075181	35297	976
"MA"	2020-06-02	7075181	36625	997
"MA"	2020-06-03	7075181	38174	1028
"MA"	2020-06-04	7075181	40629	1062
"MA"	2020-06-05	7075181	43313	1095
"MA"	2020-06-06	7075181	45470	1132
"MA"	2020-06-07	7075181	47593	1170
"MA"	2020-06-08	7075181	49371	1247
"MA"	2020-06-09	7075181	52069	1285
"MA"	2020-06-10	7075181	53508	1322
"MA"	2020-06-11	7075181	55680	1360
"MA"	2020-06-12	7075181	57605	1399
"MA"	2020-06-13	7075181	58859	1436
"MA"	2020-06-14	7075181	59850	1467
"MA"	2020-06-15	7075181	60592	1499
"MA"	2020-06-16	7075181	62711	1537
"MA"	2020-06-17	7075181	64735	1570
"MA"	2020-06-18	7075181	66091	1607
"MA"	2020-06-19	7075181	68500	1645
"MA"	2020-06-20	7075181	69673	1684
"MA"	2020-06-21	7075181	70059	1721
"MA"	2020-06-22	7075181	70689	1760
"MA"	2020-06-23	7075181	72021	1797
"MA"	2020-06-24	7075181	73314	1836
"MA"	2020-06-25	7075181	74925	1871
"MA"	2020-06-26	7075181	76698	1906
"MA"	2020-06-27	7075181	78115	1943
"MA"	2020-06-28	7075181	78512	1982
"MA"	2020-06-29	7075181	78969	2012
"MA"	2020-06-30	7075181	80451	2048
"MA"	2020-07-01	7075181	83256	2081
"MA"	2020-07-02	7075181	86025	2119
"MA"	2020-07-03	7075181	88214	2153
"MA"	2020-07-04	7075181	89057	2185
"MA"	2020-07-05	7075181	89714	2219
"MA"	2020-07-06	7075181	90251	2250
"MA"	2020-07-07	7075181	92088	2286
"MA"	2020-07-08	7075181	92939	2324
"MA"	2020-07-09	7075181	95323	2357
"MA"	2020-07-10	7075181	96718	2392
"PI"	2020-02-25	3273227	0	0
"PI"	2020-02-26	3273227	0	0
"PI"	2020-02-27	3273227	0	0
"PI"	2020-02-28	3273227	0	0
"PI"	2020-02-29	3273227	0	0
"PI"	2020-03-01	3273227	0	0
"PI"	2020-03-02	3273227	0	0
"PI"	2020-03-03	3273227	0	0
"PI"	2020-03-04	3273227	0	0
"PI"	2020-03-05	3273227	0	0
"PI"	2020-03-06	3273227	0	0
"PI"	2020-03-07	3273227	0	0
"PI"	2020-03-08	3273227	0	0
"PI"	2020-03-09	3273227	0	0
"PI"	2020-03-10	3273227	0	0
"PI"	2020-03-11	3273227	0	0
"PI"	2020-03-12	3273227	0	0
"PI"	2020-03-13	3273227	0	0
"PI"	2020-03-14	3273227	0	0
"PI"	2020-03-15	3273227	0	0
"PI"	2020-03-16	3273227	0	0
"PI"	2020-03-17	3273227	0	0
"PI"	2020-03-18	3273227	0	0
"PI"	2020-03-19	3273227	0	0
"PI"	2020-03-20	3273227	3	0
"PI"	2020-03-21	3273227	4	0
"PI"	2020-03-22	3273227	4	0
"PI"	2020-03-23	3273227	6	0
"PI"	2020-03-24	3273227	6	0
"PI"	2020-03-25	3273227	8	0
"PI"	2020-03-26	3273227	9	0
"PI"	2020-03-27	3273227	9	0
"PI"	2020-03-28	3273227	11	1
"PI"	2020-03-29	3273227	14	1
"PI"	2020-03-30	3273227	16	3
"PI"	2020-03-31	3273227	18	4
"PI"	2020-04-01	3273227	18	4
"PI"	2020-04-02	3273227	19	4
"PI"	2020-04-03	3273227	21	4
"PI"	2020-04-04	3273227	22	4
"PI"	2020-04-05	3273227	23	4
"PI"	2020-04-06	3273227	23	4
"PI"	2020-04-07	3273227	28	4
"PI"	2020-04-08	3273227	31	5
"PI"	2020-04-09	3273227	38	6
"PI"	2020-04-10	3273227	40	7
"PI"	2020-04-11	3273227	41	7
"PI"	2020-04-12	3273227	44	7
"PI"	2020-04-13	3273227	50	8
"PI"	2020-04-14	3273227	58	8
"PI"	2020-04-15	3273227	75	8
"PI"	2020-04-16	3273227	91	8
"PI"	2020-04-17	3273227	102	8
"PI"	2020-04-18	3273227	123	9
"PI"	2020-04-19	3273227	145	10
"PI"	2020-04-20	3273227	158	12
"PI"	2020-04-21	3273227	186	14
"PI"	2020-04-22	3273227	206	15
"PI"	2020-04-23	3273227	217	15
"PI"	2020-04-24	3273227	256	16
"PI"	2020-04-25	3273227	297	17
"PI"	2020-04-26	3273227	331	18
"PI"	2020-04-27	3273227	364	20
"PI"	2020-04-28	3273227	408	21
"PI"	2020-04-29	3273227	454	24
"PI"	2020-04-30	3273227	513	24
"PI"	2020-05-01	3273227	600	24
"PI"	2020-05-02	3273227	665	26
"PI"	2020-05-03	3273227	742	28
"PI"	2020-05-04	3273227	784	28
"PI"	2020-05-05	3273227	875	29
"PI"	2020-05-06	3273227	949	30
"PI"	2020-05-07	3273227	1051	35
"PI"	2020-05-08	3273227	1131	37
"PI"	2020-05-09	3273227	1233	38
"PI"	2020-05-10	3273227	1278	42
"PI"	2020-05-11	3273227	1332	45
"PI"	2020-05-12	3273227	1443	49
"PI"	2020-05-13	3273227	1612	57
"PI"	2020-05-14	3273227	1784	60
"PI"	2020-05-15	3273227	1905	60
"PI"	2020-05-16	3273227	2085	65
"PI"	2020-05-17	3273227	2252	72
"PI"	2020-05-18	3273227	2287	80
"PI"	2020-05-19	3273227	2440	85
"PI"	2020-05-20	3273227	2637	87
"PI"	2020-05-21	3273227	2852	91
"PI"	2020-05-22	3273227	3074	93
"PI"	2020-05-23	3273227	3258	99
"PI"	2020-05-24	3273227	3390	107
"PI"	2020-05-25	3273227	3550	110
"PI"	2020-05-26	3273227	3720	119
"PI"	2020-05-27	3273227	3966	134
"PI"	2020-05-28	3273227	4243	138
"PI"	2020-05-29	3273227	4503	146
"PI"	2020-05-30	3273227	4745	157
"PI"	2020-05-31	3273227	4931	161
"PI"	2020-06-01	3273227	5119	168
"PI"	2020-06-02	3273227	5506	180
"PI"	2020-06-03	3273227	5828	192
"PI"	2020-06-04	3273227	6064	202
"PI"	2020-06-05	3273227	6717	217
"PI"	2020-06-06	3273227	7105	224
"PI"	2020-06-07	3273227	7478	239
"PI"	2020-06-08	3273227	7621	254
"PI"	2020-06-09	3273227	7927	265
"PI"	2020-06-10	3273227	8359	283
"PI"	2020-06-11	3273227	8823	299
"PI"	2020-06-12	3273227	9337	317
"PI"	2020-06-13	3273227	9825	335
"PI"	2020-06-14	3273227	10153	360
"PI"	2020-06-15	3273227	10357	374
"PI"	2020-06-16	3273227	10881	393
"PI"	2020-06-17	3273227	11559	398
"PI"	2020-06-18	3273227	12099	421
"PI"	2020-06-19	3273227	12567	435
"PI"	2020-06-20	3273227	13813	459
"PI"	2020-06-21	3273227	14264	485
"PI"	2020-06-22	3273227	14476	502
"PI"	2020-06-23	3273227	15269	517
"PI"	2020-06-24	3273227	16227	534
"PI"	2020-06-25	3273227	17080	546
"PI"	2020-06-26	3273227	18023	574
"PI"	2020-06-27	3273227	18665	592
"PI"	2020-06-28	3273227	19158	615
"PI"	2020-06-29	3273227	19753	643
"PI"	2020-06-30	3273227	20422	663
"PI"	2020-07-01	3273227	22059	686
"PI"	2020-07-02	3273227	23307	697
"PI"	2020-07-03	3273227	24376	726
"PI"	2020-07-04	3273227	25561	762
"PI"	2020-07-05	3273227	26079	784
"PI"	2020-07-06	3273227	26511	809
"PI"	2020-07-07	3273227	27514	834
"PI"	2020-07-08	3273227	28411	858
"PI"	2020-07-09	3273227	29745	884
"PI"	2020-07-10	3273227	31269	896
"CE"	2020-02-25	9132078	0	0
"CE"	2020-02-26	9132078	0	0
"CE"	2020-02-27	9132078	0	0
"CE"	2020-02-28	9132078	0	0
"CE"	2020-02-29	9132078	0	0
"CE"	2020-03-01	9132078	0	0
"CE"	2020-03-02	9132078	0	0
"CE"	2020-03-03	9132078	0	0
"CE"	2020-03-04	9132078	0	0
"CE"	2020-03-05	9132078	0	0
"CE"	2020-03-06	9132078	0	0
"CE"	2020-03-07	9132078	0	0
"CE"	2020-03-08	9132078	0	0
"CE"	2020-03-09	9132078	0	0
"CE"	2020-03-10	9132078	0	0
"CE"	2020-03-11	9132078	0	0
"CE"	2020-03-12	9132078	0	0
"CE"	2020-03-13	9132078	0	0
"CE"	2020-03-14	9132078	0	0
"CE"	2020-03-15	9132078	0	0
"CE"	2020-03-16	9132078	0	0
"CE"	2020-03-17	9132078	5	0
"CE"	2020-03-18	9132078	9	0
"CE"	2020-03-19	9132078	20	0
"CE"	2020-03-20	9132078	55	0
"CE"	2020-03-21	9132078	68	0
"CE"	2020-03-22	9132078	112	0
"CE"	2020-03-23	9132078	163	0
"CE"	2020-03-24	9132078	182	0
"CE"	2020-03-25	9132078	200	0
"CE"	2020-03-26	9132078	235	3
"CE"	2020-03-27	9132078	282	3
"CE"	2020-03-28	9132078	314	4
"CE"	2020-03-29	9132078	348	5
"CE"	2020-03-30	9132078	372	5
"CE"	2020-03-31	9132078	390	7
"CE"	2020-04-01	9132078	444	8
"CE"	2020-04-02	9132078	550	20
"CE"	2020-04-03	9132078	627	22
"CE"	2020-04-04	9132078	730	22
"CE"	2020-04-05	9132078	823	26
"CE"	2020-04-06	9132078	1013	29
"CE"	2020-04-07	9132078	1051	31
"CE"	2020-04-08	9132078	1291	43
"CE"	2020-04-09	9132078	1425	55
"CE"	2020-04-10	9132078	1478	58
"CE"	2020-04-11	9132078	1582	67
"CE"	2020-04-12	9132078	1676	74
"CE"	2020-04-13	9132078	1800	91
"CE"	2020-04-14	9132078	2005	107
"CE"	2020-04-15	9132078	2157	116
"CE"	2020-04-16	9132078	2386	124
"CE"	2020-04-17	9132078	2684	149
"CE"	2020-04-18	9132078	3034	176
"CE"	2020-04-19	9132078	3252	186
"CE"	2020-04-20	9132078	3482	198
"CE"	2020-04-21	9132078	3716	215
"CE"	2020-04-22	9132078	3910	233
"CE"	2020-04-23	9132078	4598	266
"CE"	2020-04-24	9132078	4800	284
"CE"	2020-04-25	9132078	5421	310
"CE"	2020-04-26	9132078	5833	327
"CE"	2020-04-27	9132078	6726	390
"CE"	2020-04-28	9132078	6918	403
"CE"	2020-04-29	9132078	7267	441
"CE"	2020-04-30	9132078	7606	482
"CE"	2020-05-01	9132078	7879	505
"CE"	2020-05-02	9132078	8231	614
"CE"	2020-05-03	9132078	8370	663
"CE"	2020-05-04	9132078	11040	712
"CE"	2020-05-05	9132078	11470	795
"CE"	2020-05-06	9132078	12304	848
"CE"	2020-05-07	9132078	13888	903
"CE"	2020-05-08	9132078	14956	966
"CE"	2020-05-09	9132078	15879	1062
"CE"	2020-05-10	9132078	16692	1114
"CE"	2020-05-11	9132078	17599	1189
"CE"	2020-05-12	9132078	18412	1280
"CE"	2020-05-13	9132078	19156	1389
"CE"	2020-05-14	9132078	21077	1413
"CE"	2020-05-15	9132078	22490	1476
"CE"	2020-05-16	9132078	23795	1614
"CE"	2020-05-17	9132078	24255	1641
"CE"	2020-05-18	9132078	26363	1748
"CE"	2020-05-19	9132078	28112	1856
"CE"	2020-05-20	9132078	30560	1900
"CE"	2020-05-21	9132078	31413	2161
"CE"	2020-05-22	9132078	34573	2251
"CE"	2020-05-23	9132078	35122	2308
"CE"	2020-05-24	9132078	35595	2324
"CE"	2020-05-25	9132078	36185	2493
"CE"	2020-05-26	9132078	37021	2603
"CE"	2020-05-27	9132078	37275	2671
"CE"	2020-05-28	9132078	37821	2733
"CE"	2020-05-29	9132078	38395	2859
"CE"	2020-05-30	9132078	46506	2956
"CE"	2020-05-31	9132078	48489	3010
"CE"	2020-06-01	9132078	50504	3188
"CE"	2020-06-02	9132078	53073	3421
"CE"	2020-06-03	9132078	56056	3605
"CE"	2020-06-04	9132078	59795	3813
"CE"	2020-06-05	9132078	61595	3890
"CE"	2020-06-06	9132078	63575	3965
"CE"	2020-06-07	9132078	64271	3982
"CE"	2020-06-08	9132078	65605	4120
"CE"	2020-06-09	9132078	68384	4309
"CE"	2020-06-10	9132078	71402	4480
"CE"	2020-06-11	9132078	73879	4663
"CE"	2020-06-12	9132078	75705	4788
"CE"	2020-06-13	9132078	76429	4829
"CE"	2020-06-14	9132078	76748	4861
"CE"	2020-06-15	9132078	79462	4999
"CE"	2020-06-16	9132078	81289	5070
"CE"	2020-06-17	9132078	84967	5282
"CE"	2020-06-18	9132078	87273	5377
"CE"	2020-06-19	9132078	89863	5460
"CE"	2020-06-20	9132078	92156	5518
"CE"	2020-06-21	9132078	92866	5523
"CE"	2020-06-22	9132078	94158	5604
"CE"	2020-06-23	9132078	97528	5717
"CE"	2020-06-24	9132078	99578	5815
"CE"	2020-06-25	9132078	102126	5875
"CE"	2020-06-26	9132078	104422	5920
"CE"	2020-06-27	9132078	106628	5981
"CE"	2020-06-28	9132078	107568	5990
"CE"	2020-06-29	9132078	108225	6076
"CE"	2020-06-30	9132078	108699	6146
"CE"	2020-07-01	9132078	113017	6180
"CE"	2020-07-02	9132078	115524	6284
"CE"	2020-07-03	9132078	118041	6351
"CE"	2020-07-04	9132078	120952	6411
"CE"	2020-07-05	9132078	121464	6441
"CE"	2020-07-06	9132078	122477	6481
"CE"	2020-07-07	9132078	124952	6556
"CE"	2020-07-08	9132078	128471	6665
"CE"	2020-07-09	9132078	131000	6741
"CE"	2020-07-10	9132078	133546	6777
"RN"	2020-02-25	3506853	0	0
"RN"	2020-02-26	3506853	0	0
"RN"	2020-02-27	3506853	0	0
"RN"	2020-02-28	3506853	0	0
"RN"	2020-02-29	3506853	0	0
"RN"	2020-03-01	3506853	0	0
"RN"	2020-03-02	3506853	0	0
"RN"	2020-03-03	3506853	0	0
"RN"	2020-03-04	3506853	0	0
"RN"	2020-03-05	3506853	0	0
"RN"	2020-03-06	3506853	0	0
"RN"	2020-03-07	3506853	0	0
"RN"	2020-03-08	3506853	0	0
"RN"	2020-03-09	3506853	0	0
"RN"	2020-03-10	3506853	0	0
"RN"	2020-03-11	3506853	0	0
"RN"	2020-03-12	3506853	0	0
"RN"	2020-03-13	3506853	1	0
"RN"	2020-03-14	3506853	1	0
"RN"	2020-03-15	3506853	1	0
"RN"	2020-03-16	3506853	1	0
"RN"	2020-03-17	3506853	1	0
"RN"	2020-03-18	3506853	1	0
"RN"	2020-03-19	3506853	1	0
"RN"	2020-03-20	3506853	1	0
"RN"	2020-03-21	3506853	6	0
"RN"	2020-03-22	3506853	9	0
"RN"	2020-03-23	3506853	13	0
"RN"	2020-03-24	3506853	13	0
"RN"	2020-03-25	3506853	14	0
"RN"	2020-03-26	3506853	19	0
"RN"	2020-03-27	3506853	28	0
"RN"	2020-03-28	3506853	45	0
"RN"	2020-03-29	3506853	68	1
"RN"	2020-03-30	3506853	77	1
"RN"	2020-03-31	3506853	82	1
"RN"	2020-04-01	3506853	92	2
"RN"	2020-04-02	3506853	105	2
"RN"	2020-04-03	3506853	176	4
"RN"	2020-04-04	3506853	212	5
"RN"	2020-04-05	3506853	242	7
"RN"	2020-04-06	3506853	246	7
"RN"	2020-04-07	3506853	254	8
"RN"	2020-04-08	3506853	261	11
"RN"	2020-04-09	3506853	261	11
"RN"	2020-04-10	3506853	263	11
"RN"	2020-04-11	3506853	289	13
"RN"	2020-04-12	3506853	302	15
"RN"	2020-04-13	3506853	339	17
"RN"	2020-04-14	3506853	376	18
"RN"	2020-04-15	3506853	399	19
"RN"	2020-04-16	3506853	400	20
"RN"	2020-04-17	3506853	463	23
"RN"	2020-04-18	3506853	516	24
"RN"	2020-04-19	3506853	531	25
"RN"	2020-04-20	3506853	595	27
"RN"	2020-04-21	3506853	608	28
"RN"	2020-04-22	3506853	646	29
"RN"	2020-04-23	3506853	708	34
"RN"	2020-04-24	3506853	754	38
"RN"	2020-04-25	3506853	781	40
"RN"	2020-04-26	3506853	825	44
"RN"	2020-04-27	3506853	832	45
"RN"	2020-04-28	3506853	857	48
"RN"	2020-04-29	3506853	1086	53
"RN"	2020-04-30	3506853	1177	56
"RN"	2020-05-01	3506853	1297	56
"RN"	2020-05-02	3506853	1366	59
"RN"	2020-05-03	3506853	1392	61
"RN"	2020-05-04	3506853	1421	62
"RN"	2020-05-05	3506853	1536	68
"RN"	2020-05-06	3506853	1574	72
"RN"	2020-05-07	3506853	1739	76
"RN"	2020-05-08	3506853	1821	81
"RN"	2020-05-09	3506853	1919	87
"RN"	2020-05-10	3506853	1928	88
"RN"	2020-05-11	3506853	1989	92
"RN"	2020-05-12	3506853	2033	93
"RN"	2020-05-13	3506853	2367	105
"RN"	2020-05-14	3506853	2537	117
"RN"	2020-05-15	3506853	2786	122
"RN"	2020-05-16	3506853	3004	136
"RN"	2020-05-17	3506853	3137	139
"RN"	2020-05-18	3506853	3184	146
"RN"	2020-05-19	3506853	3483	160
"RN"	2020-05-20	3506853	3796	170
"RN"	2020-05-21	3506853	4060	178
"RN"	2020-05-22	3506853	4251	181
"RN"	2020-05-23	3506853	4599	184
"RN"	2020-05-24	3506853	4697	200
"RN"	2020-05-25	3506853	4759	209
"RN"	2020-05-26	3506853	5472	220
"RN"	2020-05-27	3506853	5630	242
"RN"	2020-05-28	3506853	5630	254
"RN"	2020-05-29	3506853	6463	268
"RN"	2020-05-30	3506853	7402	305
"RN"	2020-05-31	3506853	7402	305
"RN"	2020-06-01	3506853	7964	323
"RN"	2020-06-02	3506853	8233	341
"RN"	2020-06-03	3506853	9149	367
"RN"	2020-06-04	3506853	9282	378
"RN"	2020-06-05	3506853	9440	387
"RN"	2020-06-06	3506853	9449	410
"RN"	2020-06-07	3506853	9452	424
"RN"	2020-06-08	3506853	10888	431
"RN"	2020-06-09	3506853	11027	459
"RN"	2020-06-10	3506853	11568	487
"RN"	2020-06-11	3506853	13234	496
"RN"	2020-06-12	3506853	13501	514
"RN"	2020-06-13	3506853	13789	533
"RN"	2020-06-14	3506853	14171	534
"RN"	2020-06-15	3506853	14214	553
"RN"	2020-06-16	3506853	15212	585
"RN"	2020-06-17	3506853	15212	585
"RN"	2020-06-18	3506853	15889	655
"RN"	2020-06-19	3506853	16039	693
"RN"	2020-06-20	3506853	19206	697
"RN"	2020-06-21	3506853	19290	697
"RN"	2020-06-22	3506853	19957	730
"RN"	2020-06-23	3506853	20075	750
"RN"	2020-06-24	3506853	21774	807
"RN"	2020-06-25	3506853	22665	858
"RN"	2020-06-26	3506853	23731	889
"RN"	2020-06-27	3506853	24253	909
"RN"	2020-06-28	3506853	24456	937
"RN"	2020-06-29	3506853	29721	994
"RN"	2020-06-30	3506853	30287	1034
"RN"	2020-07-01	3506853	31899	1067
"RN"	2020-07-02	3506853	32897	1103
"RN"	2020-07-03	3506853	33421	1171
"RN"	2020-07-04	3506853	34257	1200
"RN"	2020-07-05	3506853	34645	1213
"RN"	2020-07-06	3506853	34984	1248
"RN"	2020-07-07	3506853	35820	1291
"RN"	2020-07-08	3506853	36511	1326
"RN"	2020-07-09	3506853	37060	1345
"RN"	2020-07-10	3506853	38265	1356
"PB"	2020-02-25	4018127	0	0
"PB"	2020-02-26	4018127	0	0
"PB"	2020-02-27	4018127	0	0
"PB"	2020-02-28	4018127	0	0
"PB"	2020-02-29	4018127	0	0
"PB"	2020-03-01	4018127	0	0
"PB"	2020-03-02	4018127	0	0
"PB"	2020-03-03	4018127	0	0
"PB"	2020-03-04	4018127	0	0
"PB"	2020-03-05	4018127	0	0
"PB"	2020-03-06	4018127	0	0
"PB"	2020-03-07	4018127	0	0
"PB"	2020-03-08	4018127	0	0
"PB"	2020-03-09	4018127	0	0
"PB"	2020-03-10	4018127	0	0
"PB"	2020-03-11	4018127	0	0
"PB"	2020-03-12	4018127	0	0
"PB"	2020-03-13	4018127	0	0
"PB"	2020-03-14	4018127	0	0
"PB"	2020-03-15	4018127	0	0
"PB"	2020-03-16	4018127	0	0
"PB"	2020-03-17	4018127	0	0
"PB"	2020-03-18	4018127	0	0
"PB"	2020-03-19	4018127	1	0
"PB"	2020-03-20	4018127	1	0
"PB"	2020-03-21	4018127	1	0
"PB"	2020-03-22	4018127	1	0
"PB"	2020-03-23	4018127	2	0
"PB"	2020-03-24	4018127	3	0
"PB"	2020-03-25	4018127	3	0
"PB"	2020-03-26	4018127	5	0
"PB"	2020-03-27	4018127	9	0
"PB"	2020-03-28	4018127	14	0
"PB"	2020-03-29	4018127	14	0
"PB"	2020-03-30	4018127	15	0
"PB"	2020-03-31	4018127	17	0
"PB"	2020-04-01	4018127	20	1
"PB"	2020-04-02	4018127	21	1
"PB"	2020-04-03	4018127	29	1
"PB"	2020-04-04	4018127	32	2
"PB"	2020-04-05	4018127	34	4
"PB"	2020-04-06	4018127	35	4
"PB"	2020-04-07	4018127	36	4
"PB"	2020-04-08	4018127	41	4
"PB"	2020-04-09	4018127	55	7
"PB"	2020-04-10	4018127	79	11
"PB"	2020-04-11	4018127	85	11
"PB"	2020-04-12	4018127	101	13
"PB"	2020-04-13	4018127	111	13
"PB"	2020-04-14	4018127	136	16
"PB"	2020-04-15	4018127	151	21
"PB"	2020-04-16	4018127	165	24
"PB"	2020-04-17	4018127	195	26
"PB"	2020-04-18	4018127	205	26
"PB"	2020-04-19	4018127	236	29
"PB"	2020-04-20	4018127	245	32
"PB"	2020-04-21	4018127	263	33
"PB"	2020-04-22	4018127	301	39
"PB"	2020-04-23	4018127	345	40
"PB"	2020-04-24	4018127	386	44
"PB"	2020-04-25	4018127	447	46
"PB"	2020-04-26	4018127	499	49
"PB"	2020-04-27	4018127	543	50
"PB"	2020-04-28	4018127	633	53
"PB"	2020-04-29	4018127	699	58
"PB"	2020-04-30	4018127	814	62
"PB"	2020-05-01	4018127	926	67
"PB"	2020-05-02	4018127	1034	74
"PB"	2020-05-03	4018127	1169	76
"PB"	2020-05-04	4018127	1219	79
"PB"	2020-05-05	4018127	1361	85
"PB"	2020-05-06	4018127	1493	92
"PB"	2020-05-07	4018127	1657	101
"PB"	2020-05-08	4018127	2031	114
"PB"	2020-05-09	4018127	2156	124
"PB"	2020-05-10	4018127	2341	135
"PB"	2020-05-11	4018127	2525	139
"PB"	2020-05-12	4018127	2777	154
"PB"	2020-05-13	4018127	3045	157
"PB"	2020-05-14	4018127	3361	160
"PB"	2020-05-15	4018127	3739	170
"PB"	2020-05-16	4018127	4063	183
"PB"	2020-05-17	4018127	4347	194
"PB"	2020-05-18	4018127	4786	207
